link_id,requested_route_id,requested_route_name,corridor_name,direction_label,startNodeNm,endNodeNm,linkLength,start_lon,start_lat,end_lon,end_lat
1210177900,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,만남의광장휴게소,신원지하차도,99.17,127.044130829893,37.458951537997955,127.04480819306859,37.45823958784521
1220005801,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,세곡동130-2,강남구-성남시수정구,166.95,127.10805140981626,37.46371573408134,127.10785589500972,37.46221961704806
1220005802,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,세곡동사거리,세곡동130-2,111.65,127.10819670839355,37.464715035168965,127.10805140981626,37.46371573408134
1220005901,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,강남구-성남시수정구,세곡동130-2,166.88,127.10799078380238,37.46220845807877,127.10818624006492,37.463703941725086
1220005902,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,세곡동130-2,세곡동사거리,113.27,127.10818624006492,37.463703941725086,127.10833365294407,37.46471773764032
1220341500,1020000651,분당수서로,bundangsuseo_seoul_section,northbound,강남구-송파구,수서동하니움아파트,560.78,127.11258665551154,37.48293226501294,127.10821350842501,37.486310126817706
1220341600,1020000651,분당수서로,bundangsuseo_seoul_section,southbound,자곡IC,강남구-송파구,427.37,127.10895297877872,37.48514583968021,127.11254926063705,37.482809694451674
1230000501,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,장지교앞,장지교앞교차로,35.27,127.1269689977646,37.47624896829891,127.12699231461359,37.4759317298926
1230000601,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,장지교앞교차로,장지교앞,38.23,127.1271286086057,37.475926317746385,127.1271033322769,37.47627022512114
1230001301,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,장지역사거리,장지교앞,343.65,127.12578073743892,37.47929899815459,127.12695398689624,37.4763591432306
1230001302,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,건영아파트앞교차로,장지역사거리,371.96,127.12419171698701,37.48251857133413,127.12573150748459,37.47939993279685
1230001401,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,장지교앞,장지역사거리,344.73,127.12708528079202,37.47639144850747,127.12590622301512,37.47934017884413
1230001402,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,장지역사거리,건영아파트앞교차로,97.0,127.12585704268939,37.47944096549521,127.12545550296579,37.48025426050311
1230001700,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,문정역앞교차로,건영아파트앞교차로,423.62,127.12222573356094,37.486542659818916,127.1242295670518,37.48258847561719
1230001800,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,건영아파트앞교차로,문정역앞교차로,423.62,127.1242295670518,37.48258847561719,127.12222573356094,37.486542659818916
1230001900,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,올림픽훼밀리타운앞교,문정역앞교차로,312.0,127.12111116376695,37.48874366704062,127.12222573356094,37.486542659818916
1230001901,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,올림픽훼밀리타운앞교,문정동119-4,201.75,127.12107675183157,37.488667321294386,127.12193002039513,37.48698151504576
1230001902,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,문정동119-4,문정역앞교차로,83.24,127.12198079222665,37.48688120224135,127.1223328358862,37.486185640868
1230002000,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,문정역앞교차로,올림픽훼밀리타운앞교,312.0,127.12222573356094,37.486542659818916,127.12111116376695,37.48874366704062
1230002001,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,문정역앞교차로,문정동119-4,87.7,127.12247754633295,37.48618878558249,127.12210662666394,37.48692164384013
1230002002,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,문정동119-4,올림픽훼밀리타운앞교,18.15,127.12205585493561,37.48702195671583,127.1219790832276,37.48717363876464
1230002202,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,올림픽훼밀리타운앞교,가락시장역앞교차로,96.31,127.1211449391374,37.48882122456402,127.1207351461225,37.48962524844529
1230039400,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,송파구-성남시수정구,화훼마을,129.39,127.12660798623487,37.468323656031735,127.12669438271203,37.469487470132
1230039500,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,화훼마을,송파구-성남시수정구,129.34,127.12655897286726,37.46949385655067,127.12647260969534,37.46833053086083
1230040300,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,복정역앞교차로,화훼마을,129.52,127.12664847880443,37.470767434094206,127.1265673372098,37.46960228486836
1230040800,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,화훼마을,복정역앞교차로,135.54,127.12670271437061,37.469595404141195,127.12678763082025,37.47081478698724
1230041700,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,송파IC,복정역앞교차로,189.51,127.12680478177407,37.472603511096,127.12665815160435,37.47090003973
1230041800,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,복정역앞교차로,장지교앞교차로,272.07,127.12679611319865,37.47092290390954,127.12698231984514,37.473369510559806
1230041900,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,송파IC,송파IC,308.23,127.1269634698144,37.47537765803572,127.12680478177407,37.472603511096
1230042300,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,장지교앞교차로,송파IC,49.55,127.12699343693241,37.47582347608799,127.1269634698144,37.47537765803572
1230438101,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,버스정류장,건영아파트앞교차로,90.6,127.12392511918578,37.48337697141094,127.1242295670518,37.48258847561719
1230438201,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,건영아파트앞교차로,버스정류장,79.87,127.12426821974904,37.48265736440866,127.12394791104686,37.48333019007423
1230438701,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,문정역앞교차로,버스정류장,414.02,127.12238891645707,37.48607869856461,127.12414056499932,37.48261939155418
1230438801,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,버스정류장,문정역앞교차로,123.74,127.12390232732471,37.483423752747655,127.12337109555791,37.484455190314726
2040000300,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,시흥사거리,한국인터넷진흥원,469.3,127.10198965860498,37.42212262824062,127.10209597137127,37.4179234736045
2040000400,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,한국인터넷진흥원,시흥사거리,470.47,127.10056906036394,37.413873144152916,127.10222737008942,37.41789687622981
2040000500,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,고등동315-2,시흥사거리,945.94,127.1019758958337,37.43002404799531,127.10205298015326,37.42563491408634
2040000503,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,고등동사거리,시흥동166-3,117.61,127.10181696694985,37.4280304287697,127.10209560124012,37.42699712054307
2040000504,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,시흥동166-3,시흥사거리,335.85,127.10230143103723,37.42551395932015,127.10196288299531,37.42250013115106
2040000505,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,고등동315-2,고등동424-1,74.91,127.10188009845857,37.42998590089512,127.10175138595135,37.42932076437728
2040000506,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,고등동424-1,고등동사거리,131.16,127.10175138595135,37.42932076437728,127.10180541594286,37.42814019709015
2040000600,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,시흥사거리,고등동315-2,940.73,127.10205298015326,37.42563491408634,127.1019758958337,37.43002404799531
2040000603,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,시흥사거리,시흥동166-3,353.42,127.10210118765909,37.42233447040257,127.1024366535519,37.42550629291202
2040000604,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,시흥동166-3,고등동사거리,130.85,127.10244627034346,37.42561417574643,127.10231749680997,37.42678227037514
2040000605,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,고등동사거리,고등동424-1,131.8,127.10194232981411,37.42813190458037,127.1018869477395,37.429318194808864
2040000606,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,고등동424-1,고등동315-2,59.46,127.10189158361568,37.429426566661256,127.10202016055692,37.429950527831295
2040001901,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,태평역사거리,모란사거리,330.24,127.12773386397389,37.43966686710679,127.12826632138194,37.43672182046749
2040002001,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,모란사거리,태평역사거리,328.33,127.12888780084815,37.43380447583001,127.12840054987558,37.43673710912341
2040002301,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,태평고개사거리,태평역사거리,463.06,127.12693764042204,37.44390530509103,127.1277141310894,37.439779501810214
2040002401,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,태평역사거리,태평고개사거리,459.08,127.12784355180547,37.43982219858556,127.12707295245113,37.44391250944281
2040002701,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,성남병원앞삼거리,태평고개사거리,431.53,127.12664934596572,37.44789971480985,127.12692812994344,37.444018718738896
2040002801,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,태평고개사거리,성남병원앞삼거리,431.27,127.12706344079177,37.44402593673124,127.12678484203191,37.44790461163756
2040002902,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,만남의광장휴게소,신원지하차도,99.0,127.05203073363546,37.44975663440124,127.04480819306859,37.45823958784521
2040002903,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,신원지하차도,원지동489-2,2332.03,127.04480819306859,37.45823958784521,127.05203073363546,37.44975663440124
2040002913,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,신원지하차도,신양재IC,487.06,127.04480819306859,37.45823958784521,127.04818104604612,37.45477591155402
2040002923,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,신양재IC,원지동489-2,2067.4,127.04818104604612,37.45477591155402,127.05203073363546,37.44975663440124
2040003901,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,지구촌하나로교회,성남병원앞삼거리,333.96,127.1264753248048,37.454025100554965,127.12657044339451,37.451017150035156
2040003902,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,SK주유소경원셀프,지구촌하나로교회,226.3,127.12634989403809,37.456163679518596,127.12647340452187,37.45413321975068
2040003903,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,복정2교,SK주유소경원셀프,380.72,127.1259064893131,37.45965632100874,127.12631950952199,37.4562698185439
2040003904,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,한국경제행정연구원,복정2교,261.53,127.12623548207037,37.46396274568202,127.12623548207037,37.46396274568202
2040003905,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,복정동행정복지센터,한국경제행정연구원,320.31,127.1262338321883,37.46554099240073,127.12602342336524,37.4626602255467
2040003906,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,복정3교,복정동행정복지센터,205.55,127.12640128871892,37.46749782436739,127.12624317018138,37.465650113405616
2040004001,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,성남병원앞삼거리,지구촌하나로교회,333.83,127.1267798566241,37.44801269651592,127.12670600515177,37.45101991888822
2040004002,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,지구촌하나로교회,SK주유소경원셀프,228.83,127.12660902920531,37.45413475134477,127.12648214104904,37.4561877391995
2040004003,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,SK주유소경원셀프,복정2교,374.66,127.1264517605453,37.456293878320665,127.126041005369,37.45962606656086
2040004004,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,복정2교,한국경제행정연구원,249.95,127.12604524580621,37.459734999291186,127.12613287320929,37.46198599986977
2040004005,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,한국경제행정연구원,복정동행정복지센터,382.35,127.12613708515833,37.46209419502367,127.12636917637548,37.465533633391374
2040004006,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,복정동행정복지센터,복정3교,207.86,127.12637851509565,37.46564275501962,127.12653841562891,37.46751125655011
2040004900,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,southbound,송파구-성남시수정구,복정3교,80.38,127.12647260969534,37.46833053086083,127.1264107250957,37.46760795844129
2040005000,1030000031,국도 3호선(이천~서울),seongnamdaero_via_route3,northbound,복정3교,송파구-성남시수정구,78.2,127.12654779499742,37.46762074598776,127.12660798623487,37.468323656031735
2040009200,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,대왕판교로지하차도,고등동315-2,364.67,127.1037196622581,37.43650643873585,127.10320570385981,37.43324809295195
2040009300,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,고등동315-2,대왕판교로지하차도,367.37,127.10206558033498,37.43006351376387,127.10333465710052,37.4332151000599
2040010000,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,대왕판교로지하차도,대왕판교로지하차도,354.53,127.10352173625367,37.43968711137745,127.1037196622581,37.43650643873585
2040010100,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,대왕판교로지하차도,대왕판교로지하차도,356.39,127.10385470262183,37.436497231572986,127.10365700667971,37.43969456576484
2040011200,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,강남구-성남시수정구,대왕판교로지하차도,2545.58,127.10792333940606,37.46221403756341,127.10622185237486,37.452697167349015
2040011202,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,서울공항정문사거리,대왕판교로지하차도,331.12,127.10492123892321,37.44845775366855,127.10385740477626,37.44560352717218
2040011204,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,오야동223-2,서울공항정문사거리,307.64,127.10663989422903,37.45394005927632,127.10602415802913,37.45121533296373
2040011206,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,오야동227-1,오야동223-2,88.15,127.10678460781808,37.45485063959714,127.10665938903072,37.45406272775777
2040011207,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,강남구-성남시수정구,신촌동119-2,249.22,127.10785589500972,37.46221961704806,127.10756618655289,37.45998602454361
2040011208,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,신촌동119-2,오야동227-1,275.05,127.10755217638015,37.45987800480524,127.10719239930054,37.457416523919115
2040011300,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,대왕판교로지하차도,강남구-성남시수정구,2543.44,127.10622185237486,37.452697167349015,127.10792333940606,37.46221403756341
2040011301,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,대왕판교로지하차도,서울공항정문사거리,328.9,127.10365700667971,37.43969456576484,127.10355481210964,37.44265418559925
2040011303,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,서울공항정문사거리,오야동223-2,314.46,127.10507780638153,37.44848907432007,127.10615556588169,37.45118853141623
2040011305,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,오야동223-2,오야동227-1,88.15,127.10679394646546,37.45404913680685,127.10691916777249,37.454837048389024
2040011307,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,오야동227-1,신촌동119-2,275.05,127.106936219097,37.45494433669138,127.10732695768594,37.45740293384965
2040011308,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,신촌동119-2,강남구-성남시수정구,249.22,127.10770108336015,37.45997490677052,127.10799078380238,37.46220845807877
2040014000,1020000651,분당수서로,bundangsuseo_pangyo_section,northbound,태평지하차도,태평지하차도,339.73,127.12408625498897,37.444789612426675,127.1252679851133,37.44770151288585
2040014100,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,태평지하차도,태평지하차도,339.07,127.12519266661357,37.447715795561145,127.12399002758903,37.44481617247871
2040017400,1020000651,분당수서로,bundangsuseo_seoul_section,southbound,속성변화점,태평지하차도,733.5,127.12486998569,37.46753928968517,127.12499276370731,37.460955569562785
2040017500,1020000651,분당수서로,bundangsuseo_pangyo_section,northbound,태평지하차도,속성변화점,737.55,127.1252679851133,37.44770151288585,127.12530461252517,37.454322312171
2040049100,1020000651,분당수서로,bundangsuseo_seoul_section,northbound,속성변화점,송파구-성남시수정구,29.3,127.12505442388908,37.467575212558344,127.1249455545056,37.46782451172173
2040054900,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,속성변화점,대왕판교로지하차도,163.5,127.10389945159986,37.43823870536397,127.10365700667971,37.43969456576484
2040055000,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,대왕판교로지하차도,속성변화점,195.06,127.10385470262183,37.436497231572986,127.10389945159986,37.43823870536397
2040055100,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,속성변화점,대왕판교로지하차도,190.52,127.10362954194065,37.43821258514615,127.1037196622581,37.43650643873585
2040055200,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,대왕판교로지하차도,속성변화점,164.74,127.10352173625367,37.43968711137745,127.10362954194065,37.43821258514615
2040057700,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,화랑지하차도,금토동삼거리,333.81,127.10261052846083,37.40562474120347,127.10027696050703,37.407851311234815
2040057800,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,금토동삼거리,화랑지하차도,342.92,127.09938675871165,37.410824510664575,127.10014658416266,37.40782173135536
2040370400,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,금토JC,금토JC,479.47,127.08239668461579,37.41781232086199,127.08378876392186,37.41401263000809
2040371100,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,금토JC,판교JC남측,2229.54,127.08244927181093,37.41784642804898,127.09830604668028,37.40221851679067
2040371200,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,판교JC남측,금토JC,2230.9,127.09830604668028,37.40221851679067,127.08244927181093,37.41784642804898
2040376300,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,금토JC,금토JC,984.36,127.08390554621462,37.41395773529193,127.08250185900607,37.41788053523597
2040388600,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,금토JC,대왕판교IC,514.9,127.08239668461579,37.41781232086199,127.0860511882085,37.41420304255216
2040388700,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,대왕판교IC,금토JC,514.94,127.0898110788603,37.41066129648413,127.08615664425083,37.41427097323065
2040389100,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,대왕판교IC,판교JC남측,600.77,127.08970591516378,37.410593082569775,127.09395520996236,37.40637270218536
2040389500,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,판교JC남측,대왕판교IC,600.86,127.09840965710806,37.40228328532088,127.09411060726336,37.40647237022843
2040411000,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,금토동삼거리,광명터널,142.96,127.09955503900846,37.410947333968146,127.09986532944825,37.412211431603346
2040411100,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,광명터널,금토동삼거리,132.58,127.09970978900017,37.412140391675074,127.09942200674121,37.41096811124072
2040411200,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,northbound,광명터널,한국인터넷진흥원,194.92,127.09986532944825,37.412211431603346,127.10056906036394,37.413873144152916
2040411300,1050000234,밤고개로/대왕판교로/신수로,daewangpangyo_access,southbound,한국인터넷진흥원,광명터널,189.89,127.10044154841589,37.41390983658249,127.09974720978371,37.41229283851598
2040411800,1020000651,분당수서로,bundangsuseo_pangyo_section,northbound,탄천교,탄천교,264.21,127.11798544996394,37.41736856889001,127.11918650016761,37.41953640680333
2040411900,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,탄천교,탄천교,268.78,127.11903399384283,37.41960114845267,127.11781773579955,37.41739436850607
2040412000,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,금토JC,서초구-성남시수정구,907.98,127.08250185900607,37.41788053523597,127.07607054294449,37.424253517548166
2040412100,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,서초구-성남시수정구,금토JC,907.84,127.06961394006717,37.430610362455795,127.08244927181093,37.41784642804898
2040414000,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,수진2동,단대천교,516.88,127.12116967579072,37.43250555682971,127.12139988718175,37.43176568262995
2040414100,1020000651,분당수서로,bundangsuseo_pangyo_section,northbound,탄천IC,수진동4715,267.37,127.12285121324483,37.43279828219054,127.12190619973406,37.434931776099056
2040414200,1020000651,분당수서로,bundangsuseo_pangyo_section,northbound,수진동4715,태평지하차도,611.06,127.12190619973406,37.434931776099056,127.12240920265442,37.440419865637814
2040414300,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,탄천IC,단대천교,456.52,127.12181901117451,37.43586543243586,127.12139988718175,37.43176568262995
2040414400,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,탄천IC,탄천IC,446.14,127.12181901117451,37.43586543243586,127.11978193964987,37.43249649750018
2040415900,1020000651,분당수서로,bundangsuseo_pangyo_section,southbound,태평지하차도,탄천IC,509.85,127.12399002758903,37.44481617247871,127.12226932362447,37.440441779804885
2040421501,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,대왕판교IC,-,400.6,127.08970591516378,37.410593082569775,127.09271081166202,37.40848412548688
2040421601,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,-,대왕판교IC,346.52,127.09268451604807,37.40864515563653,127.0898110788603,37.41066129648413
2040421701,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,-,대왕판교TG,54.55,127.09271081166202,37.40848412548688,127.09330138913599,37.40862416432428
2040421801,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,대왕판교TG,-,52.6,127.09326301079682,37.40874872219187,127.09268451604807,37.40864515563653
2040421901,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,대왕판교TG,-,66.91,127.09330138913599,37.40862416432428,127.09404041444269,37.408728841118254
2040422001,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,-,대왕판교TG,70.82,127.09405044946789,37.40883465467871,127.09326301079682,37.40874872219187
2040422101,1010000011,경부고속도로,gyeongbu_pangyo_seoul,southbound,-,대왕판교IC앞,42.18,127.09404041444269,37.408728841118254,127.09446013112901,37.40856590698938
2040422201,1010000011,경부고속도로,gyeongbu_pangyo_seoul,northbound,대왕판교IC앞,-,57.33,127.09461047650043,37.40860035285849,127.09405044946789,37.40883465467871
