link_id,road_name,od_count,affected_user_weight,route_candidate_count,candidate_user_exposure
2040008007,달래내로,11,279,11,279
2040389608,달래내로,11,279,11,279
2040426802,달래내로,11,279,11,279
2040389001,달래내로,11,279,11,279
2040389605,달래내로,11,279,11,279
2040001301,청계산로,11,279,11,279
2040389000,달래내로,11,279,11,279
2040008003,달래내로,11,279,11,279
2040426601,달래내로,11,279,11,279
2040006600,달래내로,11,279,11,279
2040008020,달래내로,11,279,11,279
2040389607,달래내로,11,279,11,279
2040008004,달래내로,11,279,11,279
2040008019,달래내로,11,279,11,279
2040008002,달래내로,11,279,11,279
2040389604,달래내로,11,279,11,279
2040426801,달래내로,11,279,11,279
2040389602,달래내로,11,279,11,279
2040007303,달래내로,11,279,11,279
2040426602,달래내로,11,279,11,279
1210032000,청계산로,11,279,11,279
2040008005,달래내로,11,279,11,279
2040008008,달래내로,11,279,11,279
2060195200,분당내곡로,11,275,14,353
2060206002,안양판교로,11,272,20,492
2060206001,안양판교로,11,272,20,492
2060206000,안양판교로,11,272,20,492
2060198900,판교로,11,272,19,470
2060198901,판교로,11,272,19,470
2060207600,판교로,11,272,19,470
2060180406,판교로,11,272,19,470
2060198902,판교로,11,272,19,470
2060207104,판교역로,11,262,14,336
2060140300,판교로,10,257,14,364
2060139401,야탑남로,10,257,14,364
2060139200,야탑남로,10,257,14,364
2060141301,판교로,10,257,14,364
2060141300,판교로,10,257,14,364
2060139201,야탑남로,10,257,14,364
2060140700,판교로,10,257,14,364
2060140701,판교로,10,257,14,364
2060140301,판교로,10,257,14,364
2060139400,야탑남로,10,257,14,364
2060348000,판교로319번길,10,249,14,344
2060195300,분당내곡로,10,248,12,299
2060195301,분당내곡로,10,248,12,299
2060350600,판교역로242번길,9,229,19,479
2060207002,판교역로,9,229,15,376
2040413301,여수대로,9,227,13,325
2040413600,여수대로,9,227,13,325
2040413400,여수대로,9,227,13,325
2040413300,여수대로,9,227,13,325
2040413401,여수대로,9,227,13,325
2040413601,여수대로,9,227,13,325
2040003706,수도권제1순환고속도로,9,227,9,227
2050006402,수도권제1순환고속도로,9,227,9,227
2040003709,수도권제1순환고속도로,9,227,9,227
2040003705,수도권제1순환고속도로,9,227,9,227
2050006404,수도권제1순환고속도로,9,227,9,227
2040003710,수도권제1순환고속도로,9,227,9,227
2040003701,수도권제1순환고속도로,9,227,9,227
2040003708,수도권제1순환고속도로,9,227,9,227
2040003703,수도권제1순환고속도로,9,227,9,227
2050006405,수도권제1순환고속도로,9,227,9,227
2040003702,수도권제1순환고속도로,9,227,9,227
2040003704,수도권제1순환고속도로,9,227,9,227
2050006403,수도권제1순환고속도로,9,227,9,227
2060177800,용인서울고속도로,9,226,15,376
2060178400,용인서울고속도로,9,226,15,376
2060178600,용인서울고속도로,9,226,15,376
2060178401,용인서울고속도로,9,226,15,376
2060205700,안양판교로,9,226,15,376
2060205500,안양판교로,9,226,15,376
2060178100,용인서울고속도로,9,226,15,376
2060177100,용인서울고속도로,9,226,15,376
2060178800,용인서울고속도로,9,226,15,376
2060195603,판교역로,8,222,23,639
2060195602,판교역로,8,222,23,639
2060195601,판교역로,8,222,17,464
2060208100,판교로,9,219,17,410
2060359400,분당내곡로,9,215,17,402
2060207103,판교역로,9,215,12,294
2050210700,성남이천로,8,208,19,478
2050056200,성남이천로,8,208,19,478
2050056202,성남이천로,8,208,19,478
2340607700,성남이천로,8,208,19,478
2050210701,성남이천로,8,208,19,478
2050056201,성남이천로,8,208,19,478
2050056203,성남이천로,8,208,19,478
2060350401,판교역로226번길,8,208,15,383
2060182110,대왕판교로644번길,8,208,15,383
2060182104,대왕판교로644번길,8,208,15,383
2060182111,대왕판교로644번길,8,208,15,383
2060351200,-,8,208,15,383
2040413501,여수대로,8,208,11,295
2040008300,분당내곡간도시고속화도로,8,208,11,295
2060146102,야탑남로,8,208,10,267
2060364901,희망로,8,208,10,267
2050215502,희망로,8,208,10,267
2060146103,야탑남로,8,208,10,267
2060168200,돌마로,8,208,10,267
2060146104,야탑남로,8,208,10,267
2060162501,돌마로,8,208,10,267
2050215501,희망로,8,208,10,267
2060146101,야탑남로,8,208,10,267
2060170700,돌마로,8,208,10,267
2060139900,야탑남로,8,208,10,267
2060146100,야탑남로,8,208,10,267
2050216101,희망로,8,208,10,267
2060139901,야탑남로,8,208,10,267
2060139902,야탑남로,8,208,10,267
2050056501,성남이천로,8,208,8,208
2060158701,벌말로,8,208,8,208
2060151500,벌말로,8,208,8,208
2060147901,벌말로,8,208,8,208
2060153900,벌말로,8,208,8,208
2060168500,장미로,8,208,8,208
2060164100,벌말로,8,208,8,208
2060158700,벌말로,8,208,8,208
2060168100,장미로,8,208,8,208
2060168101,장미로,8,208,8,208
2060151501,벌말로,8,208,8,208
2060153901,벌말로,8,208,8,208
2050056500,성남이천로,8,208,8,208
2060149000,벌말로,8,208,8,208
2060147900,벌말로,8,208,8,208
2060168501,장미로,8,208,8,208
2060149001,벌말로,8,208,8,208
2060179904,대왕판교로,8,207,9,233
2060038201,분당수서로,8,205,8,205
2060055303,분당수서로,8,205,8,205
2060061301,분당수서로,8,205,8,205
2060024401,분당수서로,8,205,8,205
2060037101,분당수서로,8,205,8,205
2060033601,분당수서로,8,205,8,205
2060038101,분당수서로,8,205,8,205
2060332601,-,8,202,13,327
2060332600,-,8,202,13,327
2050008804,여수대로,8,202,12,300
2050008806,여수대로,8,202,12,300
2040341500,여수대로,8,202,12,300
2060195201,분당내곡로,8,201,10,250
2050003900,수도권제1순환고속도로,8,198,8,198
2060207105,판교역로,8,192,10,244
2060182105,대왕판교로644번길,8,190,11,263
2060182108,대왕판교로644번길,8,190,11,263
2060182205,대왕판교로644번길,8,188,16,380
2060182206,대왕판교로644번길,8,188,16,380
2060193604,분당내곡로,8,185,9,207
2060193602,분당내곡로,8,185,9,207
2060194002,대왕판교로606번길,7,183,10,265
2060194001,대왕판교로606번길,7,183,10,265
2060348001,판교로319번길,7,176,9,227
2060332300,대왕판교로712번길,7,171,19,460
2060194201,판교역로,7,168,14,339
2060193803,대왕판교로606번길,6,168,11,288
2060182210,대왕판교로644번길,7,162,11,258
2060194600,분당내곡로,7,162,9,206
2060194601,분당내곡로,7,162,9,206
2060193601,분당내곡로,7,162,8,184
2060193603,분당내곡로,7,162,8,184
2060181805,판교로,6,154,7,180
2060350500,판교역로226번길,6,153,10,251
2060350800,대왕판교로712번길,6,152,11,273
2060071901,분당수서로,6,151,6,151
2060200201,분당내곡로,6,150,8,199
2060200203,분당내곡로,6,150,8,199
2060366001,분당수서로,6,150,8,199
2060366101,분당수서로,6,150,8,199
2060192401,분당내곡로,6,150,8,199
2060366201,분당수서로,6,150,8,199
2060192400,분당내곡로,6,150,8,199
2060097701,백현로,6,150,7,172
2060097501,분당수서로,6,150,7,172
2060093200,백현로,6,150,7,172
2050192701,성남이천로,6,149,11,270
2050192801,성남이천로,6,149,11,270
2050192802,성남이천로,6,149,11,270
2050059500,성남이천로,6,149,11,270
2050192800,성남이천로,6,149,11,270
2050059300,성남이천로,6,149,11,270
2050192700,성남이천로,6,149,11,270
2050059100,성남이천로,6,149,11,270
2050192300,성남이천로,6,149,10,247
2050192301,성남이천로,6,149,10,247
2060204800,판교로,6,145,13,312
2060204801,판교로,6,145,13,312
2060207107,판교역로,6,145,7,172
2060359401,분당내곡로,6,143,13,304
2060181901,분당내곡로,6,140,8,184
2060181900,분당내곡로,6,140,8,184
2060011200,수도권제1순환고속도로,5,133,5,133
2040410101,수도권제1순환고속도로,5,133,5,133
2040410100,수도권제1순환고속도로,5,133,5,133
2060011203,수도권제1순환고속도로,5,133,5,133
2060358600,수도권제1순환고속도로,5,133,5,133
2060011204,수도권제1순환고속도로,5,133,5,133
2060358602,수도권제1순환고속도로,5,133,5,133
2060358601,수도권제1순환고속도로,5,133,5,133
2060011202,수도권제1순환고속도로,5,133,5,133
2060358603,수도권제1순환고속도로,5,133,5,133
2060194303,판교역로,5,128,11,276
2060194302,판교역로,5,128,11,276
2060194301,판교역로,5,128,11,276
2060021401,성남대로,5,128,5,128
2060023901,성남대로,5,128,5,128
2060035401,성남대로,5,128,5,128
2060032801,성남대로,5,128,5,128
2060021400,성남대로,5,128,5,128
2060038801,성남대로,5,128,5,128
2060029501,성남대로,5,128,5,128
2060062401,성남대로,5,128,5,128
2060019400,성남대로,5,128,5,128
2060056800,성남대로,5,128,5,128
2060037200,성남대로,5,128,5,128
2060023900,성남대로,5,128,5,128
2060041400,성남대로,5,128,5,128
2060037201,성남대로,5,128,5,128
2060030900,성남대로,5,128,5,128
2060019401,성남대로,5,128,5,128
2060018200,성남대로,5,128,5,128
2060032800,성남대로,5,128,5,128
2060041401,성남대로,5,128,5,128
2060014600,성남대로,5,128,5,128
2060018201,성남대로,5,128,5,128
2060014601,성남대로,5,128,5,128
2060184600,성남대로,5,128,5,128
2060056801,성남대로,5,128,5,128
2060080600,성남대로,5,128,5,128
2060053801,성남대로,5,128,5,128
2060062400,성남대로,5,128,5,128
2060184601,성남대로,5,128,5,128
2060046200,성남대로,5,128,5,128
2060029500,성남대로,5,128,5,128
2060046201,성남대로,5,128,5,128
2060035400,성남대로,5,128,5,128
2060030901,성남대로,5,128,5,128
2060083000,황새울로,5,128,5,128
2060038800,성남대로,5,128,5,128
2060062402,성남대로,5,128,5,128
2060080601,성남대로,5,128,5,128
2060053800,성남대로,5,128,5,128
2060365401,분당수서로,5,124,5,124
2060332301,대왕판교로712번길,5,123,10,240
2060350300,판교로289번길,5,123,10,240
2060194403,분당내곡로,4,120,5,150
2060194500,분당내곡로,4,120,5,150
2050022900,산성대로,5,119,14,331
2050214401,산성대로,5,119,13,309
2050214202,산성대로,5,119,13,309
2050023600,산성대로,5,119,13,309
2050023601,산성대로,5,119,13,309
2050026501,산성대로,5,119,13,309
2050026500,산성대로,5,119,13,309
2050214201,산성대로,5,119,13,309
2050023602,산성대로,5,119,13,309
2050016900,분당수서로,5,119,13,306
2060358900,동판교로,5,117,7,161
2060358905,동판교로,5,117,7,161
2060199700,대왕판교로644번길,5,117,7,161
2060199701,대왕판교로644번길,5,117,7,161
2060199501,동판교로,5,117,7,161
2060205201,판교역로192번길,4,113,4,113
2060205204,판교역로192번길,4,112,4,112
2060201500,서현로,4,103,4,103
2060194300,판교역로,4,101,10,249
2060194801,대왕판교로645번길,4,101,7,182
2060199801,대왕판교로645번길,4,101,7,182
2060348200,판교로319번길,4,100,4,100
2060348201,판교로319번길,4,100,4,100
2060349600,-,4,99,11,271
2060173001,성남대로,4,98,7,172
2050211200,성남대로,4,98,7,172
2060348002,판교로319번길,4,98,6,142
2060351100,판교역로226번길,4,97,8,195
2060351301,-,4,97,8,195
2060351101,판교역로226번길,4,97,8,195
2060351102,판교역로226번길,4,97,8,195
2060332400,판교로289번길,4,97,7,170
2060358904,동판교로,4,95,4,95
2040414701,산성대로,4,93,11,257
2050214402,산성대로,4,93,11,257
2040414702,산성대로,4,93,11,257
2040414700,산성대로,4,93,11,257
2050031400,산성대로,4,93,11,257
2050031401,산성대로,4,93,11,257
2060194100,판교역로,3,90,6,176
2060205202,판교역로192번길,3,90,3,90
2060205203,판교역로192번길,3,90,3,90
2050001602,경충대로,3,87,5,146
2050000600,경충대로,3,87,5,146
2050001600,경충대로,3,87,5,146
2050001200,경충대로,3,87,5,146
2050001400,경충대로,3,87,5,146
2050002401,경충대로,3,87,5,146
2050001202,경충대로,3,87,5,146
2050001201,경충대로,3,87,5,146
2050001601,경충대로,3,87,5,146
2050002201,경충대로,3,87,5,146
2050220301,경충대로,3,87,3,87
2050220701,경춘대로,3,87,3,87
2050220801,경충대로,3,87,3,87
2050219601,경충대로,3,87,3,87
2050218901,경충대로,3,87,3,87
2050000401,경충대로,3,87,3,87
2050002605,경충대로,3,87,3,87
2050219801,경충대로,3,87,3,87
2050004800,수도권제1순환고속도로,3,87,3,87
2050220302,경충대로,3,87,3,87
2050217201,경충대로,3,87,3,87
2050002604,경충대로,3,87,3,87
2050002603,경충대로,3,87,3,87
2050000400,경충대로,3,87,3,87
2060207006,판교역로,3,82,3,82
2060349601,-,3,78,7,182
2060197000,판교로256번길,3,76,5,132
2060197001,판교로256번길,3,76,5,132
2060200000,판교로256번길,3,76,5,132
2060200001,판교로256번길,3,76,5,132
2060350601,판교역로242번길,3,76,4,103
2060194003,대왕판교로606번길,3,75,7,173
2060164501,양현로,3,75,3,75
2060171800,양현로,3,75,3,75
2060173308,양현로,3,75,3,75
2060152700,탄천로,3,75,3,75
2060149701,야탑로,3,75,3,75
2060173305,양현로,3,75,3,75
2060173306,양현로,3,75,3,75
2060151700,야탑로,3,75,3,75
2060173307,양현로,3,75,3,75
2060173312,양현로,3,75,3,75
2060169100,장미로,3,75,3,75
2060169102,장미로,3,75,3,75
2060173304,양현로,3,75,3,75
2060173301,양현로,3,75,3,75
2060149700,야탑로,3,75,3,75
2060173303,양현로,3,75,3,75
2060195700,판교역로,3,74,9,222
2060350301,판교로289번길,3,73,5,117
2060348300,판교로319번길,3,73,5,117
2060358902,동판교로,3,73,3,73
2060204700,판교로,3,72,7,170
2060181802,판교로,3,72,4,98
2060135301,성남대로,3,72,4,97
2060161100,성남대로,3,72,4,97
2060146500,성남대로,3,72,4,97
2060165501,성남대로,3,72,4,97
2060157301,성남대로,3,72,4,97
2060157300,성남대로,3,72,4,97
2060171200,성남대로,3,72,4,97
2060165500,성남대로,3,72,4,97
2060150501,성남대로,3,72,4,97
2060173000,성남대로,3,72,4,97
2060146501,성남대로,3,72,4,97
2060161101,성남대로,3,72,4,97
2060140000,성남대로,3,72,4,97
2060150500,성남대로,3,72,4,97
2050037201,공원로,3,71,8,191
2040013400,공원로,3,71,8,191
2040415100,공원로,3,71,8,191
2040415101,공원로,3,71,8,191
2060350000,판교역로241번길,3,70,5,122
2060283307,서판교로,3,70,4,95
2060006311,운중로,3,69,9,207
2060006307,운중로,3,69,9,207
2060006316,운중로,3,69,9,207
2060006304,운중로,3,69,9,207
2060006308,운중로,3,69,9,207
2060006302,운중로,3,69,9,207
2060207101,판교역로,3,69,3,69
2060197801,대왕판교로606번길,3,67,4,90
2060194101,판교역로,2,61,3,86
2060197500,판교역로,2,61,3,86
2050212200,희망로,2,59,2,59
2050008400,경충대로,2,59,2,59
2060162500,돌마로,2,59,2,59
2060144902,야탑남로,2,59,2,59
2060145100,돌마로,2,59,2,59
2060144900,야탑남로,2,59,2,59
2050212000,희망로,2,59,2,59
2060145700,야탑남로,2,59,2,59
2060144901,야탑남로,2,59,2,59
2060148900,돌마로,2,59,2,59
2060145701,야탑남로,2,59,2,59
2060145101,돌마로,2,59,2,59
2060209401,돌마로,2,59,2,59
2050216901,성남대로,2,55,2,55
2050218001,성남대로,2,55,2,55
2050217601,성남대로,2,55,2,55
2050211801,성남대로,2,55,2,55
2060197201,판교로256번길,2,54,4,110
2060097700,백현로,2,54,2,54
2060081001,분당수서로,2,54,2,54
2060097702,백현로,2,54,2,54
2060206901,안양판교로,2,54,2,54
2060004303,대왕판교로,2,54,2,54
2060195500,판교역로146번길,2,54,2,54
2060195503,판교역로146번길,2,54,2,54
2060195501,판교역로146번길,2,54,2,54
2060201100,판교로,2,53,3,78
2060201101,판교로,2,53,3,78
2060350802,대왕판교로712번길,2,53,2,53
2060350201,판교로289번길,2,53,2,53
2060350200,판교로289번길,2,53,2,53
2050008802,여수대로,2,53,2,53
2060201403,대왕판교로,2,53,2,53
2060201404,대왕판교로,2,53,2,53
2060201405,대왕판교로,2,53,2,53
2060201402,대왕판교로,2,53,2,53
2060179801,대왕판교로,2,52,2,52
2060124901,분당수서로,2,51,2,51
2060127801,분당수서로,2,51,2,51
2060183803,서현로,2,51,2,51
2060206501,서현로,2,51,2,51
2060131401,분당수서로,2,51,2,51
2060183901,서현로,2,51,2,51
2060351400,판교역로,2,50,2,50
2050202101,여수울로,2,49,6,147
2050202100,여수울로,2,49,6,147
2050211800,성남대로,2,49,2,49
2050211201,성남대로,2,49,2,49
2060195702,판교역로,2,48,6,144
2060195704,판교역로,2,48,6,144
2060204400,판교로228번길,2,48,4,98
2060204401,판교로228번길,2,48,4,98
2060201001,판교로228번길,2,48,4,98
2060204501,판교로228번길,2,48,4,98
2060204701,판교로,2,48,4,98
2060204500,판교로228번길,2,48,4,98
2060283103,서판교로,2,48,2,48
2060283305,서판교로,2,48,2,48
2060283306,서판교로,2,48,2,48
2060283507,서판교로66번길,2,48,2,48
2060283303,서판교로,2,48,2,48
2060283506,서판교로66번길,2,48,2,48
2060283302,서판교로,2,48,2,48
2060283503,서판교로66번길,2,48,2,48
2060283504,서판교로66번길,2,48,2,48
2060283501,서판교로66번길,2,48,2,48
2060283505,서판교로66번길,2,48,2,48
2060283304,서판교로,2,48,2,48
2060283502,서판교로66번길,2,48,2,48
2060283700,판교로228번길,2,48,2,48
2060186000,판교원로,2,47,5,119
2060182500,서판교로,2,47,3,72
2060182308,판교원로,2,47,3,72
2060004902,운중로,2,47,3,72
2060182301,판교원로,2,47,3,72
2060182307,판교원로,2,47,3,72
2060182309,판교원로,2,47,3,72
2060004904,운중로,2,47,3,72
2060332401,판교로289번길,2,47,2,47
2060208900,안양판교로,2,46,5,116
2060359000,동판교로,2,46,5,116
2060199401,대왕판교로606번길,2,45,6,135
2060333300,-,2,45,6,135
2060193900,대왕판교로606번길,2,45,5,113
2060199400,대왕판교로606번길,2,45,5,113
2060193901,대왕판교로606번길,2,45,5,113
2060199402,대왕판교로606번길,2,45,5,113
2060198300,운중로113번길,2,44,6,132
2060198301,운중로113번길,2,44,6,132
2060202500,산운로,2,44,6,132
2060201902,산운로,2,44,6,132
2060194404,분당내곡로,1,30,2,60
2060194402,분당내곡로,1,30,2,60
2060194401,분당내곡로,1,30,2,60
2060193701,분당내곡로,1,30,2,60
2050008805,여수대로,1,29,1,29
2050003800,수도권제1순환고속도로,1,29,1,29
2050217301,경충대로,1,29,1,29
2050218201,경충대로,1,29,1,29
2050030804,광명로,1,26,3,78
2050030800,광명로,1,26,3,78
2050033405,광명로,1,26,3,78
2050030805,광명로,1,26,3,78
2050030802,광명로,1,26,3,78
2050030801,광명로,1,26,3,78
2050030806,광명로,1,26,3,78
2050033401,광명로,1,26,3,78
2050026401,광명로,1,26,3,78
2050221200,-,1,26,3,78
2050030501,원터로,1,26,2,52
2050030500,원터로,1,26,2,52
2060350801,대왕판교로712번길,1,26,2,52
2060179903,대왕판교로,1,26,2,52
2050026405,광명로,1,26,1,26
2050026400,광명로,1,26,1,26
2050023203,광명로,1,26,1,26
2050026412,광명로,1,26,1,26
2050026406,광명로,1,26,1,26
2050023200,광명로,1,26,1,26
2050023205,광명로,1,26,1,26
2050005002,성남대로,1,26,1,26
2050218402,성남대로,1,26,1,26
2050026402,광명로,1,26,1,26
2050026408,광명로,1,26,1,26
2050218401,성남대로,1,26,1,26
2050026410,광명로,1,26,1,26
2050023202,광명로,1,26,1,26
2050023206,광명로,1,26,1,26
2060180202,판교원로81번길,1,25,3,75
2060180200,판교원로81번길,1,25,3,75
2060198402,운중로113번길,1,25,3,75
2060006313,운중로,1,25,3,75
2060199800,대왕판교로645번길,1,25,2,50
2060199802,대왕판교로645번길,1,25,2,50
2040412201,탄천로,1,25,1,25
2050021400,산성대로,1,25,1,25
2040413100,여수대로,1,25,1,25
2050015200,탄천로,1,25,1,25
2050009902,탄천로,1,25,1,25
2040413101,여수대로,1,25,1,25
2050013400,탄천로,1,25,1,25
2050009900,탄천로,1,25,1,25
2050019800,산성대로,1,25,1,25
2050020500,산성대로,1,25,1,25
2050013601,탄천로,1,25,1,25
2050013600,탄천로,1,25,1,25
2050009903,탄천로,1,25,1,25
2060200700,판교원로82번길,1,24,3,72
2060203400,판교로255번길,1,24,3,72
2060199100,판교로228번길,1,24,3,72
2060208901,안양판교로,1,24,3,72
2060185401,판교원로82번길,1,24,3,72
2060200701,판교원로82번길,1,24,3,72
2060204100,판교로227번길,1,24,3,72
2060203800,판교로255번길,1,24,3,72
2060359002,동판교로,1,24,3,72
2050211901,성남대로,1,24,1,24
2050211900,성남대로,1,24,1,24
2050202201,성남대로997번길,1,24,1,24
2060352902,대왕판교로606번길,1,23,1,23
2060352402,대왕판교로606번길,1,23,1,23
2060352200,대왕판교로606번길,1,23,1,23
2060352900,대왕판교로606번길,1,23,1,23
2060352401,대왕판교로606번길,1,23,1,23
2060205205,판교역로192번길,1,23,1,23
2060352201,대왕판교로606번길,1,23,1,23
2060332800,대왕판교로606번길,1,23,1,23
2060352400,대왕판교로606번길,1,23,1,23
2060005002,운중로,1,23,1,23
2060005003,운중로,1,23,1,23
2050192500,성남이천로,1,23,1,23
2040412400,분당내곡간도시고속화도로,1,23,1,23
2040412401,분당내곡간도시고속화도로,1,23,1,23
2040412800,분당내곡간도시고속화도로,1,23,1,23
2040409100,산성대로437번길,1,22,3,66
2040408601,산성대로437번길,1,22,3,66
2050038600,산성대로,1,22,3,66
2050042601,산성대로,1,22,3,66
2050045301,산성대로,1,22,3,66
2050045302,산성대로,1,22,3,66
2050045701,자혜로,1,22,3,66
2050045300,산성대로,1,22,3,66
2040012901,산성대로,1,22,3,66
2050041001,희망로,1,22,3,66
2040408600,산성대로437번길,1,22,3,66
2050042600,산성대로,1,22,3,66
2050043004,산성대로,1,22,3,66
2050043001,산성대로,1,22,3,66
2040016200,수정로,1,22,3,66
2040016202,수정로,1,22,3,66
2040020000,수정로,1,22,3,66
2040016203,수정로,1,22,3,66
2060082201,백현로,1,22,2,44
2060093201,백현로,1,22,2,44
2060081200,백현로,1,22,2,44
2060365201,백현로,1,22,2,44
2060081201,백현로,1,22,2,44
2060074301,내정로,1,22,2,44
2060077200,백현로,1,22,2,44
2060077500,내정로,1,22,2,44
2060365002,백현로,1,22,2,44
2060085000,백현로,1,22,2,44
