link_id,road_name,seongnam_position,od_count,route_candidate_count,affected_user_weight,candidate_user_exposure,link_length_m,candidate_cumulative_distance_m,ai_supported,ai_status
2060333900,대왕판교로645번길,internal,18,41,429,966,218.37,8953.17,False,unsupported
2060200100,판교로256번길,internal,18,41,429,966,149.26,6119.66,False,unsupported
2060182000,분당내곡로,internal,16,21,412,562,365.52,7675.92,False,unsupported
2060004304,대왕판교로,internal,16,23,406,581,255.61,5879.03,False,unsupported
2060201401,대왕판교로,internal,16,22,406,558,15.85,348.7,False,unsupported
2060194802,대왕판교로645번길,internal,16,27,405,697,224.15,6052.05,False,unsupported
2060179701,대왕판교로,internal,16,23,404,577,306.0,7038.0,False,unsupported
2060359300,분당내곡로,internal,16,29,394,706,338.69,9822.01,False,unsupported
2040410200,분당내곡간도시고속화도로,internal,16,29,394,706,675.86,19599.94,False,unsupported
2040410800,분당내곡간도시고속화도로,internal,16,29,394,706,642.02,18618.58,False,unsupported
2040411600,분당내곡간도시고속화도로,internal,16,29,394,706,344.51,9990.79,False,unsupported
2060181804,판교로,internal,15,26,385,655,116.16,3020.16,False,unsupported
2060001511,대왕판교로,internal,15,20,384,505,12.19,243.8,False,unsupported
2060001513,대왕판교로,internal,15,20,384,505,358.81,7176.2,False,unsupported
2060001508,대왕판교로,internal,15,20,384,505,12.0,240.0,False,unsupported
2060001509,대왕판교로,internal,15,20,384,505,12.0,240.0,False,unsupported
2060001512,대왕판교로,internal,15,20,384,505,361.33,7226.6,False,unsupported
2060001510,대왕판교로,internal,15,20,384,505,12.01,240.2,False,unsupported
2060001515,대왕판교로,internal,15,20,384,505,370.45,7409.0,False,unsupported
2060001514,대왕판교로,internal,15,20,384,505,371.26,7425.2,False,unsupported
2060000702,대왕판교로,internal,15,20,384,505,345.44,6908.8,False,unsupported
2060000701,대왕판교로,internal,15,20,384,505,13.5,270.0,False,unsupported
2060324800,대왕판교로,internal,15,20,384,505,375.59,7511.8,False,unsupported
2060324801,대왕판교로,internal,15,20,384,505,368.16,7363.2,False,unsupported
2040412600,분당내곡간도시고속화도로,internal,15,28,371,683,856.35,23977.8,False,unsupported
2060182001,분당내곡로,internal,15,26,371,637,12.96,336.96,False,unsupported
2060194803,대왕판교로645번길,internal,14,24,361,630,12.05,289.2,False,unsupported
2060197600,판교역로,internal,14,23,352,578,225.17,5178.91,False,unsupported
2060197601,판교역로,internal,14,23,352,578,6.87,158.01,False,unsupported
2060194200,판교역로,internal,14,22,352,555,161.98,3563.56,False,unsupported
2060197700,대왕판교로606번길,internal,13,19,352,504,221.9,4216.1,False,unsupported
2040414201,분당수서로,internal,14,27,344,659,507.87,13712.49,False,unsupported
2040017501,분당수서로,internal,14,27,344,659,737.55,19913.85,False,unsupported
2040017502,분당수서로,internal,14,27,344,659,737.55,19913.85,False,unsupported
2060182107,대왕판교로644번길,internal,14,21,342,525,25.36,532.56,False,unsupported
2060201200,판교로,internal,14,28,341,677,464.37,13002.36,False,unsupported
2060201201,판교로,internal,14,28,341,677,12.0,336.0,False,unsupported
2060207903,판교로,internal,14,28,341,677,113.51,3178.28,False,unsupported
2060207908,판교로,internal,14,28,341,677,59.21,1657.88,False,unsupported
2060207907,판교로,internal,14,28,341,677,12.0,336.0,False,unsupported
2060207904,판교로,internal,14,28,341,677,31.45,880.6,False,unsupported
2060207906,판교로,internal,14,28,341,677,12.0,336.0,False,unsupported
2060207902,판교로,internal,14,28,341,677,82.0,2296.0,False,unsupported
2060207905,판교로,internal,14,28,341,677,7.33,205.24,False,unsupported
2060180403,판교로,internal,14,28,341,677,197.97,5543.16,False,unsupported
2060180405,판교로,internal,14,28,341,677,12.01,336.28,False,unsupported
2060180402,판교로,internal,14,28,341,677,345.57,9675.96,False,unsupported
2060180408,판교로,internal,14,28,341,677,349.75,9793.0,False,unsupported
2060180407,판교로,internal,14,28,341,677,348.04,9745.12,False,unsupported
2060180404,판교로,internal,14,28,341,677,12.03,336.84,False,unsupported
2060180401,판교로,internal,14,28,341,677,113.68,3183.04,False,unsupported
2040000610,대왕판교로,internal,14,22,335,513,12.0,264.0,False,unsupported
2040000612,대왕판교로,internal,14,22,335,513,28.15,619.3,False,unsupported
2040000611,대왕판교로,internal,14,22,335,513,113.66,2500.52,False,unsupported
2040000607,대왕판교로,internal,14,22,335,513,12.08,265.76,False,unsupported
2040000608,대왕판교로,internal,14,22,335,513,12.03,264.66,False,unsupported
2040000609,대왕판교로,internal,14,22,335,513,13.17,289.74,False,unsupported
2040009301,대왕판교로,internal,14,22,335,513,367.37,8082.14,False,unsupported
2040011315,대왕판교로,internal,14,22,335,513,328.9,7235.8,False,unsupported
2040011316,대왕판교로,internal,14,22,335,513,323.38,7114.36,False,unsupported
2040011309,대왕판교로,internal,14,22,335,513,13.18,289.96,False,unsupported
2040011314,대왕판교로,internal,14,22,335,513,309.14,6801.08,False,unsupported
2040011311,대왕판교로,internal,14,22,335,513,13.72,301.84,False,unsupported
2040011310,대왕판교로,internal,14,22,335,513,12.0,264.0,False,unsupported
2040011313,대왕판교로,internal,14,22,335,513,275.33,6057.26,False,unsupported
2040011312,대왕판교로,internal,14,22,335,513,12.05,265.1,False,unsupported
2060181803,판교로,internal,13,19,335,485,275.32,5231.08,False,unsupported
2060181806,판교로,internal,13,19,335,485,12.01,228.19,False,unsupported
2060207106,판교역로,internal,13,18,326,456,7.46,134.28,False,unsupported
2060181807,판교로,internal,13,24,323,591,26.31,631.44,False,unsupported
2060197701,대왕판교로606번길,internal,12,17,322,452,21.28,361.76,False,unsupported
2060001204,경부고속도로,internal,12,13,314,345,77.16,1003.08,False,unsupported
2060001205,경부고속도로,internal,12,13,314,345,704.61,9159.93,False,unsupported
2060001203,경부고속도로,internal,12,13,314,345,45.75,594.75,False,unsupported
2060001202,경부고속도로,internal,12,13,314,345,917.7,11930.1,False,unsupported
2060001206,경부고속도로,internal,12,13,314,345,917.46,11926.98,False,unsupported
2060358405,경부고속도로,internal,12,13,314,345,797.24,10364.12,False,unsupported
2060358402,경부고속도로,internal,12,13,314,345,47.16,613.08,False,unsupported
2060358401,경부고속도로,internal,12,13,314,345,697.36,9065.68,False,unsupported
2060358403,경부고속도로,internal,12,13,314,345,52.71,685.23,False,unsupported
2060358404,경부고속도로,internal,12,13,314,345,401.59,5220.67,False,unsupported
2060194501,분당내곡로,internal,12,16,308,425,7.28,116.48,False,unsupported
2060182203,대왕판교로644번길,internal,12,19,293,458,189.39,3598.41,False,unsupported
2060182204,대왕판교로644번길,internal,12,19,293,458,83.97,1595.43,False,unsupported
2060182208,대왕판교로644번길,internal,12,18,293,436,22.42,403.56,False,unsupported
2060208101,판교로,internal,12,22,292,530,6.95,152.9,False,unsupported
2060360700,수도권제1순환고속도로,internal,11,11,285,285,772.53,8497.83,False,unsupported
2040410400,수도권제1순환고속도로,internal,11,11,285,285,736.11,8097.21,False,unsupported
2040410401,수도권제1순환고속도로,internal,11,11,285,285,735.0,8085.0,False,unsupported
2050210800,수도권제1순환고속도로,internal,11,11,285,285,24.69,271.59,False,unsupported
2050210803,수도권제1순환고속도로,internal,11,11,285,285,200.69,2207.59,False,unsupported
2050210804,수도권제1순환고속도로,internal,11,11,285,285,710.4,7814.4,False,unsupported
2050210802,수도권제1순환고속도로,internal,11,11,285,285,75.37,829.07,False,unsupported
2050210801,수도권제1순환고속도로,internal,11,11,285,285,411.61,4527.71,False,unsupported
2040389604,달래내로,internal,11,11,279,279,12.0,132.0,False,unsupported
2040389601,달래내로,internal,11,11,279,279,216.92,2386.12,False,unsupported
2040389607,달래내로,internal,11,11,279,279,97.51,1072.61,False,unsupported
2040389609,달래내로,internal,11,11,279,279,32.57,358.27,False,unsupported
2040389606,달래내로,internal,11,11,279,279,57.38,631.18,False,unsupported
2040389608,달래내로,internal,11,11,279,279,45.74,503.14,False,unsupported
2040389605,달래내로,internal,11,11,279,279,12.33,135.63,False,unsupported
2040389602,달래내로,internal,11,11,279,279,85.42,939.62,False,unsupported
2040389603,달래내로,internal,11,11,279,279,13.85,152.35,False,unsupported
2040389000,달래내로,internal,11,11,279,279,78.7,865.7,False,unsupported
2040389001,달래내로,internal,11,11,279,279,15.88,174.68,False,unsupported
2040006600,달래내로,internal,11,11,279,279,175.77,1933.47,False,unsupported
2040426801,달래내로,internal,11,11,279,279,124.87,1373.57,False,unsupported
2040426802,달래내로,internal,11,11,279,279,11.34,124.74,False,unsupported
2040426601,달래내로,internal,11,11,279,279,119.58,1315.38,False,unsupported
2040426602,달래내로,internal,11,11,279,279,9.85,108.35,False,unsupported
2040007300,달래내로,internal,11,11,279,279,301.32,3314.52,False,unsupported
2040007303,달래내로,internal,11,11,279,279,301.99,3321.89,False,unsupported
2040007301,달래내로,internal,11,11,279,279,25.66,282.26,False,unsupported
2040008001,달래내로,internal,11,11,279,279,466.87,5135.57,False,unsupported
2040008020,달래내로,internal,11,11,279,279,466.87,5135.57,False,unsupported
2040008009,달래내로,internal,11,11,279,279,481.85,5300.35,False,unsupported
2040008005,달래내로,internal,11,11,279,279,327.81,3605.91,False,unsupported
2040008019,달래내로,internal,11,11,279,279,327.81,3605.91,False,unsupported
2040008003,달래내로,internal,11,11,279,279,13.8,151.8,False,unsupported
2040008002,달래내로,internal,11,11,279,279,137.21,1509.31,False,unsupported
2040008008,달래내로,internal,11,11,279,279,79.11,870.21,False,unsupported
2040008007,달래내로,internal,11,11,279,279,163.62,1799.82,False,unsupported
2040008004,달래내로,internal,11,11,279,279,12.0,132.0,False,unsupported
2040001301,청계산로,internal,11,11,279,279,10.12,111.32,False,unsupported
2040001100,청계산로,internal,11,11,279,279,41.77,459.47,False,unsupported
1210032000,청계산로,internal,11,11,279,279,260.37,2864.07,False,unsupported
2060195200,분당내곡로,internal,11,14,275,353,213.35,2986.9,False,unsupported
2060206000,안양판교로,internal,11,20,272,492,482.19,9643.8,False,unsupported
2060206002,안양판교로,internal,11,20,272,492,72.78,1455.6,False,unsupported
2060206001,안양판교로,internal,11,20,272,492,175.72,3514.4,False,unsupported
2060180406,판교로,internal,11,19,272,470,15.35,291.65,False,unsupported
2060198900,판교로,internal,11,19,272,470,124.56,2366.64,False,unsupported
2060198902,판교로,internal,11,19,272,470,64.68,1228.92,False,unsupported
2060198901,판교로,internal,11,19,272,470,12.02,228.38,False,unsupported
2060207600,판교로,internal,11,19,272,470,188.65,3584.35,False,unsupported
2060207104,판교역로,internal,11,14,262,336,112.73,1578.22,False,unsupported
2060141300,판교로,internal,10,14,257,364,200.32,2804.48,False,unsupported
2060141301,판교로,internal,10,14,257,364,12.0,168.0,False,unsupported
2060140700,판교로,internal,10,14,257,364,164.6,2304.4,False,unsupported
2060140701,판교로,internal,10,14,257,364,12.0,168.0,False,unsupported
2060140300,판교로,internal,10,14,257,364,150.24,2103.36,False,unsupported
2060140301,판교로,internal,10,14,257,364,12.0,168.0,False,unsupported
2060139400,야탑남로,internal,10,14,257,364,130.46,1826.44,False,unsupported
2060139401,야탑남로,internal,10,14,257,364,12.02,168.28,False,unsupported
2060139200,야탑남로,internal,10,14,257,364,124.77,1746.78,False,unsupported
2060139201,야탑남로,internal,10,14,257,364,24.34,340.76,False,unsupported
2060348000,판교로319번길,internal,10,14,249,344,73.77,1032.78,False,unsupported
2060195300,분당내곡로,internal,10,12,248,299,264.59,3175.08,False,unsupported
2060195301,분당내곡로,internal,10,12,248,299,8.56,102.72,False,unsupported
2060350600,판교역로242번길,internal,9,19,229,479,182.97,3476.43,False,unsupported
2060207002,판교역로,internal,9,15,229,376,74.58,1118.7,False,unsupported
2040413400,여수대로,internal,9,13,227,325,264.85,3443.05,False,unsupported
2040413401,여수대로,internal,9,13,227,325,12.03,156.39,False,unsupported
2040413600,여수대로,internal,9,13,227,325,280.81,3650.53,False,unsupported
2040413601,여수대로,internal,9,13,227,325,13.43,174.59,False,unsupported
2040413300,여수대로,internal,9,13,227,325,287.7,3740.1,False,unsupported
2040413301,여수대로,internal,9,13,227,325,288.4,3749.2,False,unsupported
2050006402,수도권제1순환고속도로,internal,9,9,227,227,273.14,2458.26,False,unsupported
2050006405,수도권제1순환고속도로,internal,9,9,227,227,90.13,811.17,False,unsupported
2050006404,수도권제1순환고속도로,internal,9,9,227,227,49.92,449.28,False,unsupported
2050006403,수도권제1순환고속도로,internal,9,9,227,227,175.17,1576.53,False,unsupported
2040003701,수도권제1순환고속도로,internal,9,9,227,227,431.41,3882.69,False,unsupported
2040003703,수도권제1순환고속도로,internal,9,9,227,227,93.01,837.09,False,unsupported
2040003702,수도권제1순환고속도로,internal,9,9,227,227,502.12,4519.08,False,unsupported
2040003708,수도권제1순환고속도로,internal,9,9,227,227,502.12,4519.08,False,unsupported
2040003704,수도권제1순환고속도로,internal,9,9,227,227,39.89,359.01,False,unsupported
2040003705,수도권제1순환고속도로,internal,9,9,227,227,751.97,6767.73,False,unsupported
2040003709,수도권제1순환고속도로,internal,9,9,227,227,751.97,6767.73,False,unsupported
2040003710,수도권제1순환고속도로,internal,9,9,227,227,751.97,6767.73,False,unsupported
2040003706,수도권제1순환고속도로,internal,9,9,227,227,117.81,1060.29,False,unsupported
2060205700,안양판교로,internal,9,15,226,376,247.33,3709.95,False,unsupported
2060205500,안양판교로,internal,9,15,226,376,287.04,4305.6,False,unsupported
2060177800,용인서울고속도로,internal,9,15,226,376,293.34,4400.1,False,unsupported
2060178800,용인서울고속도로,internal,9,15,226,376,253.32,3799.8,False,unsupported
2060178400,용인서울고속도로,internal,9,15,226,376,846.88,12703.2,False,unsupported
2060178401,용인서울고속도로,internal,9,15,226,376,846.88,12703.2,False,unsupported
2060178600,용인서울고속도로,internal,9,15,226,376,230.14,3452.1,False,unsupported
2060178100,용인서울고속도로,internal,9,15,226,376,388.81,5832.15,False,unsupported
2060177100,용인서울고속도로,internal,9,15,226,376,479.83,7197.45,False,unsupported
2060195602,판교역로,internal,8,23,222,639,62.89,1446.47,False,unsupported
2060195603,판교역로,internal,8,23,222,639,128.97,2966.31,False,unsupported
2060195601,판교역로,internal,8,17,222,464,8.23,139.91,False,unsupported
2060208100,판교로,internal,9,17,219,410,193.38,3287.46,False,unsupported
2060359400,분당내곡로,internal,9,17,215,402,325.71,5537.07,False,unsupported
2060207103,판교역로,internal,9,12,215,294,152.61,1831.32,False,unsupported
2050056200,성남이천로,internal,8,19,208,478,274.48,5215.12,False,unsupported
2050056203,성남이천로,internal,8,19,208,478,275.25,5229.75,False,unsupported
2050056201,성남이천로,internal,8,19,208,478,274.24,5210.56,False,unsupported
2050056202,성남이천로,internal,8,19,208,478,275.49,5234.31,False,unsupported
2050210700,성남이천로,internal,8,19,208,478,317.46,6031.74,False,unsupported
2050210701,성남이천로,internal,8,19,208,478,317.46,6031.74,False,unsupported
2340607700,성남이천로,internal,8,19,208,478,293.98,5585.62,False,unsupported
2060350401,판교역로226번길,internal,8,15,208,383,12.0,180.0,False,unsupported
2060351200,-,internal,8,15,208,383,114.32,1714.8,False,unsupported
2060182104,대왕판교로644번길,internal,8,15,208,383,48.25,723.75,False,unsupported
2060182111,대왕판교로644번길,internal,8,15,208,383,129.83,1947.45,False,unsupported
2060182110,대왕판교로644번길,internal,8,15,208,383,12.9,193.5,False,unsupported
2040413501,여수대로,internal,8,11,208,295,22.09,242.99,False,unsupported
2040008300,분당내곡간도시고속화도로,internal,8,11,208,295,428.49,4713.39,False,unsupported
2060139900,야탑남로,internal,8,10,208,267,271.2,2712.0,False,unsupported
2060139902,야탑남로,internal,8,10,208,267,239.32,2393.2,False,unsupported
2060139901,야탑남로,internal,8,10,208,267,12.21,122.1,False,unsupported
2060146100,야탑남로,internal,8,10,208,267,44.17,441.7,False,unsupported
2060146104,야탑남로,internal,8,10,208,267,113.27,1132.7,False,unsupported
2060146103,야탑남로,internal,8,10,208,267,92.46,924.6,False,unsupported
2060146102,야탑남로,internal,8,10,208,267,96.21,962.1,False,unsupported
2060146101,야탑남로,internal,8,10,208,267,11.99,119.9,False,unsupported
2060162501,돌마로,internal,8,10,208,267,12.02,120.2,False,unsupported
2060168200,돌마로,internal,8,10,208,267,79.78,797.8,False,unsupported
2060170700,돌마로,internal,8,10,208,267,46.77,467.7,False,unsupported
2060364901,희망로,internal,8,10,208,267,122.44,1224.4,False,unsupported
2050215501,희망로,internal,8,10,208,267,413.42,4134.2,False,unsupported
2050215502,희망로,internal,8,10,208,267,401.28,4012.8,False,unsupported
2050216101,희망로,internal,8,10,208,267,189.8,1898.0,False,unsupported
2060147901,벌말로,internal,8,8,208,208,12.0,96.0,False,unsupported
2060147900,벌말로,internal,8,8,208,208,33.32,266.56,False,unsupported
2060149000,벌말로,internal,8,8,208,208,59.88,479.04,False,unsupported
2060149001,벌말로,internal,8,8,208,208,12.98,103.84,False,unsupported
2060151500,벌말로,internal,8,8,208,208,75.69,605.52,False,unsupported
2060151501,벌말로,internal,8,8,208,208,12.02,96.16,False,unsupported
2060153900,벌말로,internal,8,8,208,208,113.47,907.76,False,unsupported
2060153901,벌말로,internal,8,8,208,208,12.01,96.08,False,unsupported
2060158700,벌말로,internal,8,8,208,208,175.96,1407.68,False,unsupported
2060158701,벌말로,internal,8,8,208,208,12.01,96.08,False,unsupported
2060164100,벌말로,internal,8,8,208,208,76.81,614.48,False,unsupported
2060168500,장미로,internal,8,8,208,208,323.43,2587.44,False,unsupported
2060168501,장미로,internal,8,8,208,208,12.01,96.08,False,unsupported
2060168100,장미로,internal,8,8,208,208,113.2,905.6,False,unsupported
2060168101,장미로,internal,8,8,208,208,12.0,96.0,False,unsupported
2050056500,성남이천로,internal,8,8,208,208,327.94,2623.52,False,unsupported
2050056501,성남이천로,internal,8,8,208,208,327.94,2623.52,False,unsupported
2060179904,대왕판교로,internal,8,9,207,233,13.77,123.93,False,unsupported
2060061301,분당수서로,internal,8,8,205,205,12.76,102.08,False,unsupported
2060055303,분당수서로,internal,8,8,205,205,12.04,96.32,False,unsupported
2060038201,분당수서로,internal,8,8,205,205,530.64,4245.12,False,unsupported
2060038101,분당수서로,internal,8,8,205,205,11.97,95.76,False,unsupported
2060037101,분당수서로,internal,8,8,205,205,11.76,94.08,False,unsupported
2060033601,분당수서로,internal,8,8,205,205,12.0,96.0,False,unsupported
2060024401,분당수서로,internal,8,8,205,205,546.84,4374.72,False,unsupported
2060332600,-,internal,8,13,202,327,165.25,2148.25,False,unsupported
2060332601,-,internal,8,13,202,327,10.83,140.79,False,unsupported
2040341500,여수대로,internal,8,12,202,300,407.86,4894.32,False,unsupported
2050008804,여수대로,internal,8,12,202,300,262.55,3150.6,False,unsupported
2050008806,여수대로,internal,8,12,202,300,262.09,3145.08,False,unsupported
2060195201,분당내곡로,internal,8,10,201,250,16.92,169.2,False,unsupported
2050003900,수도권제1순환고속도로,internal,8,8,198,198,459.54,3676.32,False,unsupported
2060207105,판교역로,internal,8,10,192,244,12.0,120.0,False,unsupported
2060182105,대왕판교로644번길,internal,8,11,190,263,93.62,1029.82,False,unsupported
2060182108,대왕판교로644번길,internal,8,11,190,263,12.0,132.0,False,unsupported
2060182205,대왕판교로644번길,internal,8,16,188,380,167.95,2687.2,False,unsupported
2060182206,대왕판교로644번길,internal,8,16,188,380,93.75,1500.0,False,unsupported
2060193602,분당내곡로,internal,8,9,185,207,98.53,886.77,False,unsupported
2060193604,분당내곡로,internal,8,9,185,207,8.23,74.07,False,unsupported
2060194001,대왕판교로606번길,internal,7,10,183,265,58.08,580.8,False,unsupported
2060194002,대왕판교로606번길,internal,7,10,183,265,214.23,2142.3,False,unsupported
2060348001,판교로319번길,internal,7,9,176,227,12.0,108.0,False,unsupported
2060332300,대왕판교로712번길,internal,7,19,171,460,146.61,2785.59,False,unsupported
2060194201,판교역로,internal,7,14,168,339,8.22,115.08,False,unsupported
2060193803,대왕판교로606번길,internal,6,11,168,288,13.57,149.27,False,unsupported
2060182210,대왕판교로644번길,internal,7,11,162,258,13.47,148.17,False,unsupported
2060194600,분당내곡로,internal,7,9,162,206,161.54,1453.86,False,unsupported
2060194601,분당내곡로,internal,7,9,162,206,7.15,64.35,False,unsupported
2060193601,분당내곡로,internal,7,8,162,184,116.61,932.88,False,unsupported
2060193603,분당내곡로,internal,7,8,162,184,12.0,96.0,False,unsupported
2060181805,판교로,internal,6,7,154,180,12.0,84.0,False,unsupported
2060350500,판교역로226번길,internal,6,10,153,251,161.41,1614.1,False,unsupported
2060350800,대왕판교로712번길,internal,6,11,152,273,45.1,496.1,False,unsupported
2060071901,분당수서로,internal,6,6,151,151,760.1,4560.6,False,unsupported
2060192400,분당내곡로,internal,6,8,150,199,407.35,3258.8,False,unsupported
2060192401,분당내곡로,internal,6,8,150,199,6.98,55.84,False,unsupported
2060200201,분당내곡로,internal,6,8,150,199,162.45,1299.6,False,unsupported
2060200203,분당내곡로,internal,6,8,150,199,14.16,113.28,False,unsupported
2060366201,분당수서로,internal,6,8,150,199,153.08,1224.64,False,unsupported
2060366101,분당수서로,internal,6,8,150,199,281.46,2251.68,False,unsupported
2060366001,분당수서로,internal,6,8,150,199,163.77,1310.16,False,unsupported
2060097501,분당수서로,internal,6,7,150,172,12.0,84.0,False,unsupported
2060097701,백현로,internal,6,7,150,172,20.84,145.88,False,unsupported
2060093200,백현로,internal,6,7,150,172,163.35,1143.45,False,unsupported
2050192700,성남이천로,internal,6,11,149,270,474.03,5214.33,False,unsupported
2050192701,성남이천로,internal,6,11,149,270,474.03,5214.33,False,unsupported
2050192800,성남이천로,internal,6,11,149,270,422.07,4642.77,False,unsupported
2050192802,성남이천로,internal,6,11,149,270,420.42,4624.62,False,unsupported
2050192801,성남이천로,internal,6,11,149,270,422.12,4643.32,False,unsupported
2050059100,성남이천로,internal,6,11,149,270,109.25,1201.75,False,unsupported
2050059300,성남이천로,internal,6,11,149,270,276.83,3045.13,False,unsupported
2050059500,성남이천로,internal,6,11,149,270,389.9,4288.9,False,unsupported
2050192300,성남이천로,internal,6,10,149,247,289.02,2890.2,False,unsupported
2050192301,성남이천로,internal,6,10,149,247,290.79,2907.9,False,unsupported
2060204800,판교로,internal,6,13,145,312,214.73,2791.49,False,unsupported
2060204801,판교로,internal,6,13,145,312,7.07,91.91,False,unsupported
2060207107,판교역로,internal,6,7,145,172,12.0,84.0,False,unsupported
2060359401,분당내곡로,internal,6,13,143,304,12.78,166.14,False,unsupported
2060181900,분당내곡로,internal,6,8,140,184,365.9,2927.2,False,unsupported
2060181901,분당내곡로,internal,6,8,140,184,7.36,58.88,False,unsupported
2060011200,수도권제1순환고속도로,internal,5,5,133,133,608.12,3040.6,False,unsupported
2060011204,수도권제1순환고속도로,internal,5,5,133,133,64.74,323.7,False,unsupported
2060011203,수도권제1순환고속도로,internal,5,5,133,133,164.11,820.55,False,unsupported
2060011202,수도권제1순환고속도로,internal,5,5,133,133,379.8,1899.0,False,unsupported
2040410100,수도권제1순환고속도로,internal,5,5,133,133,760.08,3800.4,False,unsupported
2040410101,수도권제1순환고속도로,internal,5,5,133,133,746.7,3733.5,False,unsupported
2060358600,수도권제1순환고속도로,internal,5,5,133,133,840.92,4204.6,False,unsupported
2060358602,수도권제1순환고속도로,internal,5,5,133,133,856.22,4281.1,False,unsupported
2060358603,수도권제1순환고속도로,internal,5,5,133,133,856.22,4281.1,False,unsupported
2060358601,수도권제1순환고속도로,internal,5,5,133,133,851.69,4258.45,False,unsupported
2060194303,판교역로,internal,5,11,128,276,62.89,691.79,False,unsupported
2060194302,판교역로,internal,5,11,128,276,74.02,814.22,False,unsupported
2060194301,판교역로,internal,5,11,128,276,8.44,92.84,False,unsupported
2060083000,황새울로,internal,5,5,128,128,394.42,1972.1,False,unsupported
2060080600,성남대로,internal,5,5,128,128,192.57,962.85,False,unsupported
2060080601,성남대로,internal,5,5,128,128,14.48,72.4,False,unsupported
2060062402,성남대로,internal,5,5,128,128,12.0,60.0,False,unsupported
2060062400,성남대로,internal,5,5,128,128,419.63,2098.15,False,unsupported
2060062401,성남대로,internal,5,5,128,128,12.0,60.0,False,unsupported
2060056800,성남대로,internal,5,5,128,128,191.06,955.3,False,unsupported
2060056801,성남대로,internal,5,5,128,128,12.0,60.0,False,unsupported
