od_id,user_count,origin_location_id,origin_name,origin_lat,origin_lon,destination_location_id,destination_name,destination_region,destination_lat,destination_lon,route_candidate_count
OD_000051,24,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_024,성남두산,seongnam,37.44436034,127.14931449,3
OD_000052,24,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000053,24,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000054,24,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000055,24,ORG_010,웹젠,37.40222547,127.10090342,HOME_021,성남 센트럴타운,seongnam,37.41864076,127.13056693,3
OD_000056,24,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000057,24,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000058,24,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000059,23,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000060,23,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000061,23,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000062,23,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000063,23,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000064,23,ORG_004,안랩,37.40083691,127.11023594,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000065,23,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000066,23,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_009,판교백현마을7단지,seongnam,37.38956044,127.11026404,3
OD_000067,23,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000068,23,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000069,23,ORG_010,웹젠,37.40222547,127.10090342,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000070,23,ORG_010,웹젠,37.40222547,127.10090342,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000071,23,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000072,23,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000073,23,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000074,23,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000075,23,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000076,22,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000077,22,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_017,파크타운아파트,seongnam,37.372507,127.11812491,3
OD_000078,22,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000079,22,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000080,22,ORG_004,안랩,37.40083691,127.11023594,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000081,22,ORG_004,안랩,37.40083691,127.11023594,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000082,22,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000083,22,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000084,22,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000085,22,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000086,22,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000087,22,ORG_010,웹젠,37.40222547,127.10090342,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000088,22,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000089,22,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000090,22,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000091,22,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000092,22,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000093,22,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000094,22,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000095,22,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000096,22,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000097,21,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000098,21,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000099,21,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000100,21,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000101,21,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000102,21,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000103,21,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000104,21,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_006,백현마을5단지(주공),seongnam,37.39036594,127.11276379,3
OD_000105,21,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000106,21,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000107,21,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000108,21,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000109,21,ORG_010,웹젠,37.40222547,127.10090342,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000110,21,ORG_010,웹젠,37.40222547,127.10090342,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000111,21,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_018,판교 알파리움1단지,seongnam,37.39603188,127.10859734,3
OD_000112,21,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000113,21,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000114,21,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000115,21,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000116,21,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_009,판교백현마을7단지,seongnam,37.38956044,127.11026404,3
OD_000117,20,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000118,20,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000119,20,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000120,20,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000121,20,ORG_004,안랩,37.40083691,127.11023594,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000122,20,ORG_004,안랩,37.40083691,127.11023594,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000123,20,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000124,20,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000125,20,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_012,산운12단지 판교센트럴포레,seongnam,37.38969861,127.07129535,3
OD_000126,20,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_014,산운마을13단지,seongnam,37.38694898,127.07435071,3
OD_000127,20,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000128,20,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000129,20,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_021,성남 센트럴타운,seongnam,37.41864076,127.13056693,3
OD_000130,20,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000131,20,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000132,20,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000133,20,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000134,20,ORG_010,웹젠,37.40222547,127.10090342,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000135,20,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000136,20,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000137,20,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000138,20,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000139,20,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000140,20,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000141,20,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000142,20,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000143,20,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000144,20,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000145,20,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_017,파크타운아파트,seongnam,37.372507,127.11812491,3
OD_000146,20,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000147,19,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000148,19,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_010,판교백현마을8단지,seongnam,37.38725512,127.10859759,3
OD_000149,19,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000150,19,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_012,산운12단지 판교센트럴포레,seongnam,37.38969861,127.07129535,3
OD_000151,19,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000152,19,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000153,19,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000154,19,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000155,19,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000156,19,ORG_004,안랩,37.40083691,127.11023594,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000157,19,ORG_004,안랩,37.40083691,127.11023594,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000158,19,ORG_004,안랩,37.40083691,127.11023594,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000159,19,ORG_004,안랩,37.40083691,127.11023594,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000160,19,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000161,19,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000162,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000163,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000164,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000165,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000166,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_007,판교원마을7단지,seongnam,37.38642159,127.09237686,3
OD_000167,19,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_019,판교알파리움2단지,seongnam,37.39333776,127.1094029,3
OD_000168,19,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000169,19,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000170,19,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000171,19,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000172,19,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000173,19,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000174,19,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000175,19,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000176,19,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_015,산운마을14단지경남아너스빌아파트,seongnam,37.3841993,127.07415636,3
OD_000177,19,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000178,19,ORG_010,웹젠,37.40222547,127.10090342,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000179,19,ORG_010,웹젠,37.40222547,127.10090342,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000180,19,ORG_010,웹젠,37.40222547,127.10090342,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000181,19,ORG_010,웹젠,37.40222547,127.10090342,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000182,19,ORG_010,웹젠,37.40222547,127.10090342,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000183,19,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000184,19,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000185,19,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_005,봇들마을7단지,seongnam,37.39639306,127.11495786,3
OD_000186,19,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_009,판교백현마을7단지,seongnam,37.38956044,127.11026404,3
OD_000187,19,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000188,19,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000189,19,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000190,19,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000191,19,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000192,19,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000193,19,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000194,19,ORG_015,유스페이스1,37.40011472,127.10762509,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000195,18,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000196,18,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_019,판교알파리움2단지,seongnam,37.39333776,127.1094029,3
OD_000197,18,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_021,성남 센트럴타운,seongnam,37.41864076,127.13056693,3
OD_000198,18,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000199,18,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000200,18,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_005,봇들마을7단지,seongnam,37.39639306,127.11495786,3
OD_000201,18,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000202,18,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000203,18,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000204,18,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_007,판교원마을7단지,seongnam,37.38642159,127.09237686,3
