od_id,origin_location_id,origin_name,origin_resolved_name,origin_address,origin_lat,origin_lon,origin_poi_id,destination_location_id,destination_name,destination_resolved_name,destination_address,destination_lat,destination_lon,destination_poi_id,destination_region,user_count
OD_000064,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_012,경기광주역,경기광주역[경강선],경기 광주시 역동,37.39925633,127.25308413,6552665,gwangju,23
OD_000065,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,EXT_011,기흥역,기흥역[용인경전철],경기 용인시 기흥구 구갈동,37.27601815,127.11693329,1933629,yongin,23
OD_000066,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,HOME_009,판교백현마을7단지,백현마을7단지휴먼시아아파트,경기 성남시 분당구 백현동,37.38956044,127.11026404,1577384,seongnam,23
OD_000067,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_008,광교중앙역,광교중앙역[신분당선],경기 수원시 영통구 이의동,37.28845999,127.05163331,6518966,suwon,23
OD_000068,ORG_009,스마일게이트,스마일게이트캠퍼스,경기 성남시 분당구 삼평동,37.40258673,127.11179131,2819486,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,23
OD_000069,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_005,선릉역,선릉역[2호선],서울 강남구 삼성동,37.50451822,127.04893303,280179,seoul,23
OD_000070,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,23
OD_000071,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,EXT_012,경기광주역,경기광주역[경강선],경기 광주시 역동,37.39925633,127.25308413,6552665,gwangju,23
OD_000072,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,23
OD_000073,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,EXT_008,광교중앙역,광교중앙역[신분당선],경기 수원시 영통구 이의동,37.28845999,127.05163331,6518966,suwon,23
OD_000074,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,EXT_011,기흥역,기흥역[용인경전철],경기 용인시 기흥구 구갈동,37.27601815,127.11693329,1933629,yongin,23
OD_000075,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,23
OD_000076,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,22
OD_000077,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_017,파크타운아파트,파크타운롯데아파트,경기 성남시 분당구 수내동,37.372507,127.11812491,225355,seongnam,22
OD_000078,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,HOME_004,봇들마을4단지,봇들마을4단지아파트,경기 성남시 분당구 삼평동,37.40372558,127.11687415,1577335,seongnam,22
OD_000079,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,HOME_022,성남단대푸르지오,단대푸르지오아파트,경기 성남시 수정구 단대동,37.4512208,127.15748022,2241323,seongnam,22
OD_000080,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,22
OD_000081,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,22
OD_000082,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,22
OD_000083,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,22
OD_000084,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,22
OD_000085,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,22
OD_000086,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_013,산운마을11단지판교포레라움아파트,산운마을11단지판교포레라움아파트,경기 성남시 분당구 운중동,37.38947646,127.07393401,4084509,seongnam,22
OD_000087,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,22
OD_000088,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,22
OD_000089,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,22
OD_000090,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,22
OD_000091,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,HOME_008,판교봇들마을9단지금호어울림아파트,봇들마을9단지금호어울림아파트,경기 성남시 분당구 삼평동,37.39642089,127.11790204,1577338,seongnam,22
OD_000092,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,22
OD_000093,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,HOME_025,산성역 포레스티아 아파트,산성역포레스티아아파트,경기 성남시 수정구 신흥동,37.45080399,127.14689786,8466345,seongnam,22
OD_000094,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,22
OD_000095,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,22
OD_000096,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,22
OD_000097,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,21
OD_000098,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,21
OD_000099,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_012,경기광주역,경기광주역[경강선],경기 광주시 역동,37.39925633,127.25308413,6552665,gwangju,21
OD_000100,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,21
OD_000101,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,21
OD_000102,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_011,기흥역,기흥역[용인경전철],경기 용인시 기흥구 구갈동,37.27601815,127.11693329,1933629,yongin,21
OD_000103,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,21
OD_000104,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_006,백현마을5단지(주공),백현마을5단지아파트,경기 성남시 분당구 백현동,37.39036594,127.11276379,1577381,seongnam,21
OD_000105,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,21
OD_000106,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,21
OD_000107,ORG_009,스마일게이트,스마일게이트캠퍼스,경기 성남시 분당구 삼평동,37.40258673,127.11179131,2819486,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,21
OD_000108,ORG_009,스마일게이트,스마일게이트캠퍼스,경기 성남시 분당구 삼평동,37.40258673,127.11179131,2819486,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,21
OD_000109,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,21
OD_000110,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,HOME_026,신흥역 하늘채 랜더스원 3단지,신흥역하늘채랜더스원3단지아파트,경기 성남시 중원구 중앙동,37.44002753,127.15028675,8922214,seongnam,21
OD_000111,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,HOME_018,판교 알파리움1단지,판교알파리움1단지아파트,경기 성남시 분당구 백현동,37.39603188,127.10859734,5656353,seongnam,21
OD_000112,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,EXT_009,수원역,수원역,경기 수원시 팔달구 매산로1가,37.26435073,126.99924985,10367609,suwon,21
